text,label,clean_text
"""Seattle-King, Pierce and Snohomish , Washington Community Mitigation""",1,seattleking pierce snohomish washington community mitigation
Pope Francis and two aides tested positive for coronavirus.,0,pope francis two aides tested positive coronavirus
Cleveland Clinic Innovations are Improving the Fight Against COVID-19,1,cleveland clinic innovations improving fight covid
President Donald Trump referred to the coronavirus as a ÒhoaxÓ or Òpolitical conspiracy.Ó,0,president donald trump referred coronavirus hoax political conspiracy
National Guard Mobilized to Help Hard-Hit States,1,national guard mobilized help hardhit states
How Antibody Testing Can Help Us Fight COVID-19,1,antibody testing help us fight covid
"""Public statement for collaboration on COVID-19 vaccine development""",1,public statement collaboration covid vaccine development
Wisconsin is Òclearly seeing a decline in COVID infectionsÓ.,0,wisconsin clearly seeing decline covid infections
"""Are stay-at-home orders 'laws,' as Jay Inslee said?""",1,stayathome orders laws jay inslee said
BelgiumÕs health minister banned sex inside or with 3 or more people.,0,belgiums health minister banned sex inside people
"See Acute Hepatitis? Consider COVID-19, NY Case Suggests",1,see acute hepatitis consider covid ny case suggests
COVID-19 Considerations for Cleaner Air Shelters and Cleaner Air Spaces to Protect the Public from Wildfire Smoke,1,covid considerations cleaner air shelters cleaner air spaces protect public wildfire smoke
"COVID-19 Daily: Clinician Infections, Practice Rules Loosened",1,covid daily clinician infections practice rules loosened
Numbers in a photo about death tolls from COVID-19 show that the pandemic is a con.,0,numbers photo death tolls covid show pandemic con
"""Preparing for COVID-19: Long-term Care Facilities, Nursing Homes""",1,preparing covid longterm care facilities nursing homes
Can you get coronavirus twice? What to know,1,get coronavirus twice know
Confirmation of COVID-19 in Two Pet Cats in New York,1,confirmation covid two pet cats new york
Here’s How COVID-19 Compares to Past Outbreaks,1,heres covid compares past outbreaks
ÒFish tank additive may treat coronavirus.Ó,0,fish tank additive may treat coronavirus
MMWR: Public Health Response to the Coronavirus Disease 2019 Outbreak— United States,1,mmwr public health response coronavirus disease outbreak united states
Expert Alert: 5 tips for keeping the momentum going when working out at home,1,expert alert tips keeping momentum going working home
Healthcare Professional Preparedness Checklist For Transport and Arrival of Patients With Confirmed or Possible COVID-19,1,healthcare professional preparedness checklist transport arrival patients confirmed possible covid
"""WHO calls for urgent, aggressive actions to combat COVID-19, as cases soar in South-East Asia Region""",1,calls urgent aggressive actions combat covid cases soar southeast asia region
COVID-19: Infectious disease expert warns it is 'really serious',1,covid infectious disease expert warns really serious
Interim Guidance for Public Health Personnel Evaluating Persons Under Investigation (PUIs) and Asymptomatic Close Contacts of Confirmed Cases at Their Home or Non-Home Residential Settings,1,interim guidance public health personnel evaluating persons investigation puis asymptomatic close contacts confirmed cases home nonhome residential settings
A former and controversial CIA officer said coronavirus was made in a lab.,0,former controversial cia officer said coronavirus made lab
Washington Monitors Coronavirus Patient’s Contacts,1,washington monitors coronavirus patients contacts
ÒSo let me get this straight about this virus. ItÕs ÒnewÓ yet it was lab created and patented in 2015 (in development since 03Õ).,0,let get straight virus new yet lab created patented development since
Measuring Social Distancing to Slow COVID-19,1,measuring social distancing slow covid
ÒHereÕs the problem Ñ we are testing people for any strain of a coronavirus Ñ not specifically for COVID-19. There are no reliable tests for a specific COVID-19 virus.Ó,0,heres problem testing people strain coronavirus specifically covid reliable tests specific covid virus
COMMENTARY: COVID-19 Diary Day 7: When Risks Become Very Real,1,commentary covid diary day risks become real
Interim Guidance for Ships on Managing Suspected Coronavirus Disease 2019,1,interim guidance ships managing suspected coronavirus disease
Coronavirus and pregnancy: What to know,1,coronavirus pregnancy know
"""U.S. Outpatient Influenza-like Illness Surveillance Network (ILINet): Percentage of Visits for ILI by Age Group Reported by A Subset of ILINet Providers September 29, 2019 - April 4, 2020 Data as of April 9, 2020""",1,us outpatient influenzalike illness surveillance network ilinet percentage visits ili age group reported subset ilinet providers september april data april
Coronavirus SARS-CoV2: BESSY II Data Accelerate Drug Development,1,coronavirus sarscov bessy ii data accelerate drug development
"Sorry, You Might Get the Flu Twice This Year — Here’s Why",1,sorry might get flu twice year heres
What Is Going On with the Coronavirus Tests?,1,going coronavirus tests
Steam from boiling oranges kills COVID-19.,0,steam boiling oranges kills covid
Huge Global Effort for Clinical Trials in COVID-19,1,huge global effort clinical trials covid
Healthcare Supply of Personal Protective Equipment,1,healthcare supply personal protective equipment
Experts Sort Fact From Fiction on COVID-19 Myths,1,experts sort fact fiction covid myths
"""WHO and partners call for urgent investment in nurses""",1,partners call urgent investment nurses
Strategies for Optimizing the Supply of N95 Respirators: Crisis/Alternate Strategies,1,strategies optimizing supply n respirators crisisalternate strategies
Donating plasma or blood is free testing for the coronavirus.,0,donating plasma blood free testing coronavirus
Don’t Let These 5 Myths About COVID-19 Interfere with Your Safety,1,dont let myths covid interfere safety
How the Novel Coronavirus Spreads in Public Places and How to Protect Yourself,1,novel coronavirus spreads public places protect
Bucket Truck Lets Man Visit Wife in Nursing Home,1,bucket truck lets man visit wife nursing home
Novel coronavirus has a 99.7% survival rate.,0,novel coronavirus survival rate
First U.S. Coronavirus Death Earlier Than Believed,1,first us coronavirus death earlier believed
COMMENTARY: How 'Surge Staffing' Can Bring in the Cavalry to Fight COVID-19,1,commentary surge staffing bring cavalry fight covid
"As the US government moved to approve a $2 trillion stimulus package to address the impact of the novel coronavirus outbreak, a short block of text outlining CanadaÕs alleged response to the outbreak flourished on social media.",0,us government moved approve trillion stimulus package address impact novel coronavirus outbreak short block text outlining canadas alleged response outbreak flourished social media
Journalist claims a coronavirus patient was murdered.,0,journalist claims coronavirus patient murdered
A Democratic attack ad said Trump shipped 17 tons of medical supplies to China.,0,democratic attack ad said trump shipped tons medical supplies china
Many Child Care Centers Don't Require Flu Shots,1,many child care centers dont require flu shots
"""A Joint Statement on Tourism and COVID-19 - UNWTO and WHO Call for Responsibility and Coordination""",1,joint statement tourism covid unwto call responsibility coordination
"In Some Cases, COVID-19 May Harm the Brain",1,cases covid may harm brain
"The US $1,200 coronavirus relief checks this year are Òjust an advance on your next tax return. É Next year, youÕre automatically going to owe $1,200 come tax season.Ó",0,us coronavirus relief checks year advance next tax return next year youre automatically going owe come tax season
Cleveland Clinic Establishes Center for Global and Emerging Pathogens Research,1,cleveland clinic establishes center global emerging pathogens research
European Heart Rhythm Association Cancels March Congress,1,european heart rhythm association cancels march congress
"COVID-19 Daily: Reusing Masks, Imaging Guidance",1,covid daily reusing masks imaging guidance
"""GLOBAL: More than 500,000 responders have signed up on WHO’s online COVID-19 courses""",1,global responders signed whos online covid courses
A video says the Vatican confirmed Pope Francis and two aides tested positive for coronavirus.,0,video says vatican confirmed pope francis two aides tested positive coronavirus
Spread of Coronavirus Cancels Travel and Events,1,spread coronavirus cancels travel events
Interim Guidance for Responding to Coronavirus Disease 2019 (COVID-19) among People Experiencing Unsheltered Homelessness,1,interim guidance responding coronavirus disease covid among people experiencing unsheltered homelessness
Posts on social media claim that a ÒSpanish biological researcherÓ called on international soccer stars Cristiano Ronaldo and Lionel Messi to find a cure for COVID-19 since they earn much more money than scientists.,0,posts social media claim spanish biological researcher called international soccer stars cristiano ronaldo lionel messi find cure covid since earn much money scientists
Wearing surgical masks in public could help slow COVID-19 pandemic's advance,1,wearing surgical masks public could help slow covid pandemics advance
ÒThereÕs magically already a vaccine available.Ó,0,theres magically already vaccine available
